iter	RMSE	Huber:delta=0.5
1820	3.284847728	0.2454715591
1821	3.284387613	0.2454540853
1822	3.283988591	0.2454380306
1823	3.283585801	0.245414706
1824	3.283337734	0.2454041022
1825	3.282910822	0.2453889636
1826	3.282597382	0.2453754389
1827	3.282412713	0.2453690123
1828	3.281895746	0.2453478663
1829	3.281565402	0.2453347784
1830	3.280979873	0.2452862114
1831	3.28040619	0.2452642969
1832	3.280093782	0.2452512026
1833	3.279778027	0.2452383296
1834	3.279446827	0.2452253968
1835	3.279185099	0.245213797
1836	3.27870645	0.2451961616
1837	3.27814047	0.2451747189
1838	3.277771685	0.2451602295
1839	3.277567963	0.245135691
1840	3.276936786	0.2451112678
1841	3.27666689	0.2451002014
1842	3.276225218	0.2450813771
1843	3.275951803	0.2450710695
1844	3.275790099	0.2450636107
1845	3.275535118	0.2450539106
1846	3.275230837	0.2450426656
1847	3.274731041	0.2450227387
1848	3.274067336	0.2449986662
1849	3.273577126	0.2449781045
1850	3.273321299	0.2449698708
1851	3.272869811	0.2449527732
1852	3.272498861	0.2449375282
1853	3.272280927	0.2449306376
1854	3.271791619	0.2449133737
1855	3.271559375	0.244900702
1856	3.27129276	0.2448904716
1857	3.270958686	0.2448784702
1858	3.270366131	0.2448569474
1859	3.269976176	0.2448387788
1860	3.269720715	0.2448306676
1861	3.269416711	0.2448209157
1862	3.269050914	0.2448053896
1863	3.268608129	0.2447892765
1864	3.268300689	0.2447771316
1865	3.268013095	0.2447668526
1866	3.26754512	0.2447496748
1867	3.267237768	0.244737137
1868	3.267028546	0.244728962
1869	3.266529312	0.2447028547
1870	3.266138059	0.2446872375
1871	3.265864535	0.2446772626
1872	3.265238914	0.2446526146
1873	3.264957819	0.2446417505
1874	3.264661305	0.2446281395
1875	3.264444399	0.2446191953
1876	3.264140598	0.2446080926
1877	3.263840983	0.2445902356
1878	3.263189078	0.2445638508
1879	3.262770175	0.2445305884
1880	3.262193195	0.2445078083
1881	3.261923554	0.2444968278
1882	3.261595153	0.2444797627
1883	3.261407169	0.2444724452
1884	3.261159792	0.2444635776
1885	3.260878303	0.2444512984
1886	3.260687962	0.2444436342
1887	3.260249779	0.2444250744
1888	3.260022748	0.2444163699
1889	3.259789316	0.2443997586
1890	3.259498431	0.2443864967
1891	3.259176098	0.2443749397
1892	3.258673725	0.2443526857
1893	3.258151702	0.2443333753
1894	3.257744523	0.2443185272
1895	3.257456459	0.2443061541
1896	3.25723725	0.2442946973
1897	3.256679842	0.2442734671
1898	3.25632596	0.2442585584
1899	3.256009023	0.2442439581
1900	3.255462139	0.24421752
1901	3.254963359	0.2442013821
1902	3.254396196	0.2441796813
1903	3.254092756	0.2441670608
1904	3.253586254	0.2441440998
1905	3.253158414	0.2441118484
1906	3.25283399	0.2440933884
1907	3.252539315	0.2440818397
1908	3.252123631	0.244066857
1909	3.251811415	0.2440544812
1910	3.251093625	0.2440269126
1911	3.250951638	0.2440208698
1912	3.250465807	0.2440017288
1913	3.249981804	0.2439843143
1914	3.24964631	0.2439621201
1915	3.249038096	0.2439205526
1916	3.248564638	0.2438881195
1917	3.248249979	0.2438762316
1918	3.247727808	0.2438562588
1919	3.247414602	0.2438424343
1920	3.246889269	0.2438234984
1921	3.246527128	0.2438029071
1922	3.245973962	0.2437648459
1923	3.245485354	0.2437473386
1924	3.244965992	0.2437255971
1925	3.244752209	0.2437178692
1926	3.24422525	0.243698151
1927	3.243801434	0.2436809809
1928	3.243539252	0.2436693784
1929	3.243242394	0.2436582897
1930	3.242802795	0.2436430898
1931	3.242522147	0.243627015
1932	3.24201484	0.2436091665
1933	3.241644805	0.2435947408
1934	3.241022566	0.2435701638
1935	3.24073737	0.2435593872
1936	3.240155265	0.2435384152
1937	3.239659428	0.243519827
1938	3.239326855	0.2435068206
1939	3.239061789	0.243496772
1940	3.238759357	0.2434849161
1941	3.238513837	0.2434733453
1942	3.238284786	0.2434645067
1943	3.237966174	0.2434500983
1944	3.237593971	0.2434353847
1945	3.237402256	0.243428047
1946	3.237137038	0.2434149199
1947	3.236754179	0.2434012889
1948	3.236258978	0.2433822898
1949	3.235832795	0.2433638886
1950	3.235473629	0.2433488216
1951	3.235002947	0.2433240674
1952	3.234795274	0.2433128032
1953	3.234366519	0.2432987838
1954	3.233994203	0.2432843142
1955	3.233497729	0.2432658831
1956	3.233079168	0.2432512423
1957	3.232803958	0.2432384464
1958	3.232527661	0.2432264891
1959	3.232061129	0.2432088084
1960	3.231755335	0.2431826282
1961	3.231513013	0.2431719957
1962	3.231110341	0.2431568985
1963	3.230634677	0.2431400144
1964	3.230411241	0.2431288855
1965	3.230194773	0.2431176325
1966	3.229980255	0.2431082957
1967	3.229783288	0.2430997598
1968	3.229317611	0.2430843698
1969	3.228606567	0.243049357
1970	3.227986796	0.2430254288
1971	3.227724816	0.2430132069
1972	3.22722429	0.2429936815
1973	3.226932676	0.2429779302
1974	3.226632523	0.2429653419
1975	3.226416022	0.2429539688
1976	3.226036739	0.2429392151
1977	3.225798014	0.2429290245
1978	3.22552771	0.2429185715
1979	3.225183282	0.2429045283
1980	3.224505575	0.242878812
1981	3.223952276	0.2428580551
1982	3.223719781	0.2428421671
1983	3.223445237	0.2428308993
1984	3.222799313	0.2428077562
1985	3.222410617	0.2427922061
1986	3.221834748	0.2427686299
1987	3.221489629	0.2427553778
1988	3.221308443	0.2427470222
1989	3.22090756	0.2427336789
1990	3.220629586	0.242722882
1991	3.220252393	0.2427090788
1992	3.219621475	0.2426844916
1993	3.21923493	0.2426689127
1994	3.219014064	0.2426587417
1995	3.218702669	0.2426478475
1996	3.218276303	0.2426319454
1997	3.217964815	0.2426166159
1998	3.217577483	0.2426013967
1999	3.217223567	0.2425863136
2000	3.217003031	0.2425774944
2001	3.216452624	0.2425513025
2002	3.216203125	0.2425422039
2003	3.215661058	0.2425230519
2004	3.214876601	0.2424935875
2005	3.214579157	0.2424831058
2006	3.214285391	0.242472728
2007	3.21401588	0.2424619334
2008	3.213755247	0.2424506867
2009	3.213459253	0.2424396713
2010	3.212886501	0.2424082363
2011	3.212403199	0.2423901386
2012	3.211933809	0.2423723288
2013	3.211711789	0.2423618157
2014	3.210797899	0.2423307051
2015	3.210591254	0.2423193278
2016	3.210344559	0.2423061528
2017	3.210070105	0.242295208
2018	3.209658783	0.2422807486
2019	3.209223986	0.2422624842
2020	3.208851534	0.24224954
2021	3.208715003	0.2422448718
2022	3.208320025	0.242209498
2023	3.207826118	0.2421899138
2024	3.207425773	0.2421742137
2025	3.206957543	0.2421572707
2026	3.206531601	0.2421427127
2027	3.206090401	0.2421264664
2028	3.205689092	0.2421092615
2029	3.205384886	0.2420962665
2030	3.205118806	0.2420865331
2031	3.204787384	0.2420737641
2032	3.204646605	0.2420677349
2033	3.20392052	0.2420398889
2034	3.20362435	0.2420281037
2035	3.203112181	0.2420101921
2036	3.202829706	0.2419977666
2037	3.202573621	0.2419887951
2038	3.202262279	0.2419755638
2039	3.202008253	0.2419652605
2040	3.201427822	0.2419415625
2041	3.201025009	0.2419262264
2042	3.20081941	0.2419151836
2043	3.200650761	0.2419077968
2044	3.200567872	0.2419049343
2045	3.200377478	0.2418985237
2046	3.200141223	0.2418882042
2047	3.199688112	0.2418715263
2048	3.199124199	0.2418524388
2049	3.198830868	0.2418396783
2050	3.19849207	0.2418252363
2051	3.198341874	0.241818503
2052	3.198060773	0.2418076578
2053	3.197384478	0.2417855694
2054	3.197107323	0.241774116
2055	3.19691655	0.2417634628
2056	3.196656717	0.2417528038
2057	3.196477778	0.2417449852
2058	3.195924702	0.2417248674
2059	3.195566539	0.2417120614
2060	3.195439316	0.2417069697
2061	3.195034997	0.2416910752
2062	3.19451023	0.2416733651
2063	3.194323777	0.2416653928
2064	3.194005514	0.2416521886
2065	3.193680472	0.2416379139
2066	3.193419372	0.2416285517
2067	3.193188373	0.2416173352
2068	3.192888301	0.2416048106
2069	3.192541077	0.2415921842
2070	3.19195289	0.2415722783
2071	3.1916518	0.2415595273
2072	3.191442657	0.2415526945
2073	3.191237553	0.2415417607
2074	3.190873137	0.2415274758
2075	3.190652631	0.2415193201
2076	3.190292004	0.2415052503
2077	3.189690241	0.2414552314
2078	3.189350631	0.2414433335
2079	3.189056515	0.2414321238
2080	3.188645684	0.2414163289
2081	3.188417629	0.241404647
2082	3.18808039	0.2413905501
2083	3.187715125	0.2413774026
2084	3.187392845	0.241364347
2085	3.18684126	0.2413413715
2086	3.186343034	0.2413224991
2087	3.185759675	0.2413003397
2088	3.185183251	0.2412745411
2089	3.184882898	0.2412640158
2090	3.184325132	0.24124432
2091	3.184141624	0.2412368178
2092	3.183752271	0.2412229923
2093	3.18321546	0.2411983502
2094	3.182988218	0.2411894527
2095	3.18278198	0.2411810414
2096	3.182542074	0.2411718788
2097	3.182236409	0.2411590153
2098	3.181871409	0.2411446213
2099	3.181542424	0.2411329057
2100	3.181061542	0.241115063
2101	3.180751828	0.2411019484
2102	3.180401072	0.2410871181
2103	3.180166396	0.2410785805
2104	3.179834447	0.241066391
2105	3.179656558	0.2410600147
2106	3.179222873	0.2410397253
2107	3.17865173	0.2410172114
2108	3.178513515	0.2410122553
2109	3.17825191	0.2410014579
2110	3.178060241	0.2409936947
2111	3.177672439	0.2409797892
2112	3.177269435	0.2409638683
2113	3.176895581	0.2409495884
2114	3.17649165	0.2409342595
2115	3.175972317	0.2409138285
2116	3.175215303	0.2408890366
2117	3.174920541	0.2408780414
2118	3.17462439	0.240866613
2119	3.174402012	0.2408564575
2120	3.174180055	0.2408428042
2121	3.173779314	0.240827399
2122	3.17352557	0.2408155592
2123	3.173134205	0.240799365
2124	3.17285654	0.2407838289
2125	3.172566173	0.2407727034
2126	3.171950457	0.2407452466
2127	3.171488358	0.2407292869
2128	3.171193021	0.2407185009
2129	3.170944779	0.2407065913
2130	3.170267349	0.2406835783
2131	3.169991302	0.2406702002
2132	3.169452183	0.2406514909
2133	3.168863791	0.240628844
2134	3.168350512	0.2406119955
2135	3.167902737	0.2405957547
2136	3.167697659	0.240588567
2137	3.167336887	0.2405741835
2138	3.166930684	0.2405572135
2139	3.166297973	0.2405346393
2140	3.165843524	0.2405176759
2141	3.165478902	0.2405039219
2142	3.16512016	0.2404886869
2143	3.164602778	0.240469523
2144	3.164311967	0.2404556941
2145	3.16384318	0.2404381108
2146	3.163642576	0.2404308558
2147	3.163170271	0.2404140782
2148	3.162895445	0.2404026109
2149	3.16240268	0.2403840962
2150	3.162134253	0.2403747025
2151	3.161812486	0.2403631884
2152	3.161633493	0.2403569188
2153	3.161318541	0.2403436799
2154	3.160810653	0.2403214989
2155	3.160392309	0.2403057621
2156	3.159728626	0.2402831388
2157	3.159234081	0.2402647968
2158	3.158323082	0.2402308651
2159	3.157992471	0.240216053
2160	3.15770089	0.2402044469
2161	3.157127587	0.2401844333
2162	3.156832076	0.240171946
2163	3.156556793	0.240160364
2164	3.15631627	0.2401499227
2165	3.155827073	0.2401302441
2166	3.155535675	0.2401175699
2167	3.155203402	0.2401042204
2168	3.154854612	0.2400914429
2169	3.154354478	0.2400725157
2170	3.154104286	0.240056425
2171	3.153767691	0.2400430447
2172	3.153096893	0.2400186249
2173	3.15277403	0.2400082025
2174	3.152455277	0.2399881539
2175	3.152064018	0.2399731765
2176	3.15174107	0.2399601629
2177	3.151453627	0.2399496117
2178	3.15116549	0.2399372306
2179	3.150888123	0.2399267652
2180	3.150716	0.2399206377
2181	3.150478558	0.2399106222
2182	3.149988452	0.2398909375
2183	3.149749668	0.2398827455
2184	3.149281427	0.2398649724
2185	3.14884397	0.2398495712
2186	3.14845185	0.2398336832
2187	3.148052806	0.2398198408
2188	3.147715663	0.2398053286
2189	3.147293175	0.2397900762
2190	3.147102848	0.2397822296
2191	3.146889907	0.2397742233
2192	3.146223795	0.2397518404
2193	3.145809037	0.239736243
2194	3.14544344	0.2397227881
2195	3.145154457	0.2397126201
2196	3.144982072	0.2397068821
2197	3.144808354	0.2396996299
2198	3.144497881	0.239673809
2199	3.144130982	0.2396610307
2200	3.14359237	0.2396400654
2201	3.143353848	0.2396318475
2202	3.143030894	0.2396172795
2203	3.142710772	0.2396047926
2204	3.142421989	0.239593897
2205	3.142002914	0.239576946
2206	3.14136867	0.2395535563
2207	3.14100929	0.239537128
2208	3.140496598	0.2395195595
2209	3.140298192	0.2395107826
2210	3.139921238	0.2394954024
2211	3.139524724	0.2394795502
2212	3.139170197	0.239466436
2213	3.138810982	0.2394524812
2214	3.13833728	0.2394287448
2215	3.138218355	0.2394227695
2216	3.137962762	0.2394130524
2217	3.137882263	0.2394101441
2218	3.137594629	0.2393976702
2219	3.136950169	0.2393749331
2220	3.136598742	0.2393618408
2221	3.136157009	0.2393462415
2222	3.135780593	0.2393326739
2223	3.135396941	0.2393185871
2224	3.135131013	0.2393071707
2225	3.134732211	0.2392914261
2226	3.13426726	0.2392753652
2227	3.133901797	0.2392625121
2228	3.133467829	0.2392468886
2229	3.13324874	0.2392382591
2230	3.133103689	0.2392325825
2231	3.132704234	0.2392188485
2232	3.132332355	0.2392059858
2233	3.13183736	0.2391886787
2234	3.131425923	0.239173866
2235	3.131252165	0.2391668521
2236	3.130315912	0.2391312526
2237	3.13004354	0.2391205462
2238	3.129719188	0.2391039752
2239	3.12920884	0.2390852101
2240	3.128887621	0.2390732186
2241	3.128579581	0.2390559215
2242	3.128305941	0.2390437082
2243	3.128109999	0.2390366278
2244	3.127619254	0.2390113255
2245	3.127146012	0.238994865
2246	3.126917082	0.2389853884
2247	3.126633666	0.2389750688
2248	3.126312117	0.238963652
2249	3.1261642	0.238958585
2250	3.125756295	0.2389438299
2251	3.1255489	0.2389362561
2252	3.125289556	0.2389268169
2253	3.124931831	0.2389006651
2254	3.124553603	0.2388855724
2255	3.124014726	0.2388627724
2256	3.12385116	0.2388561991
2257	3.123657228	0.2388477298
2258	3.123544576	0.238843889
2259	3.123375114	0.2388379497
2260	3.12292584	0.2388193333
2261	3.122550691	0.238806382
2262	3.122142239	0.2387905938
2263	3.121761369	0.2387758557
2264	3.12128759	0.2387586306
2265	3.121069242	0.2387491661
2266	3.120704239	0.2387366115
2267	3.120485249	0.2387288738
2268	3.120123882	0.2387159557
2269	3.119562349	0.2386951983
2270	3.119203063	0.2386818294
2271	3.118621699	0.2386599682
2272	3.118432926	0.2386507288
2273	3.11823815	0.2386411609
2274	3.11777547	0.2386238995
2275	3.117517073	0.238612757
2276	3.117056638	0.238595315
2277	3.116728047	0.2385820389
2278	3.116264778	0.2385642771
2279	3.115773259	0.2385465075
2280	3.115654841	0.2385408989
2281	3.11541752	0.2385326399
2282	3.114645945	0.2384873125
2283	3.114276164	0.2384725117
2284	3.114094413	0.2384637543
2285	3.113492603	0.2384435927
2286	3.113168883	0.2384294708
2287	3.112817767	0.2384164904
2288	3.112475512	0.2384020365
2289	3.11234065	0.2383961649
2290	3.111878131	0.2383803946
2291	3.111587295	0.2383685887
2292	3.111391566	0.238359369
2293	3.111192897	0.2383512959
2294	3.111072028	0.2383461314
2295	3.110497588	0.2383239265
2296	3.110297986	0.2383158542
2297	3.109979277	0.2383034808
2298	3.109827932	0.2382970567
2299	3.10952772	0.2382848935
2300	3.109218886	0.23827121
2301	3.108680876	0.2382529027
2302	3.108547625	0.2382481684
2303	3.108212555	0.2382348425
2304	3.107964732	0.2382244727
2305	3.107805658	0.2382181209
2306	3.107214953	0.2381779448
2307	3.106913191	0.2381653605
2308	3.106549959	0.2381501901
2309	3.106265677	0.2381342619
2310	3.106067296	0.2381265293
2311	3.105784735	0.2381165263
2312	3.105489994	0.2381060432
2313	3.105213801	0.238095443
2314	3.104839812	0.2380814603
2315	3.104495478	0.2380698546
2316	3.104300681	0.2380629782
2317	3.103832171	0.238047584
2318	3.103645366	0.2380391579
2319	3.103483976	0.2380322084
2320	3.103002119	0.2380084969
2321	3.102762098	0.2379978888
2322	3.102505513	0.2379877956
2323	3.102139491	0.2379739832
2324	3.101880176	0.237963654
2325	3.101506377	0.2379506461
2326	3.101267123	0.2379413325
2327	3.100965719	0.2379289112
2328	3.1005165	0.2379127608
2329	3.100363973	0.2379075607
2330	3.099994335	0.2378937867
2331	3.099706862	0.2378837741
2332	3.099524109	0.2378763088
2333	3.099165649	0.2378629716
2334	3.098967083	0.2378534963
2335	3.098704877	0.237843514
2336	3.098467343	0.237833378
2337	3.098290325	0.2378126578
2338	3.098141514	0.2378064493
2339	3.097658126	0.2377901527
2340	3.097355655	0.2377801643
2341	3.097189803	0.2377727032
2342	3.096733974	0.2377478845
2343	3.096563229	0.2377417223
2344	3.096358432	0.2377342056
2345	3.095938698	0.2376989323
2346	3.09562244	0.2376867643
2347	3.095406825	0.2376767392
2348	3.095202722	0.2376688368
2349	3.094826446	0.2376543079
2350	3.09467748	0.2376484839
2351	3.094480483	0.2376419307
2352	3.094253953	0.2376336074
2353	3.093990312	0.2376219569
2354	3.093773862	0.2376118215
2355	3.093432845	0.2376000507
2356	3.092905452	0.2375767068
2357	3.092427557	0.237559828
2358	3.09200038	0.2375435742
2359	3.09181332	0.2375346646
2360	3.091488346	0.237521851
2361	3.091323911	0.2375155886
2362	3.091171877	0.2375099921
2363	3.090830421	0.2374975778
2364	3.090610736	0.2374896645
2365	3.090322651	0.237473968
2366	3.08978878	0.2374538381
2367	3.089557328	0.2374370793
2368	3.089219638	0.2374254672
2369	3.089012208	0.2374173179
2370	3.088802665	0.2374090828
2371	3.088611377	0.237400726
2372	3.088350309	0.2373906056
2373	3.088074246	0.237379633
2374	3.087714657	0.2373681219
2375	3.087432732	0.2373566505
2376	3.087267867	0.2373502727
2377	3.0870571	0.2373415452
2378	3.08688353	0.2373356979
2379	3.086747271	0.2373306505
2380	3.086371733	0.2373159255
2381	3.085846416	0.2372953089
2382	3.085617977	0.237285161
2383	3.085271705	0.2372724716
2384	3.085075309	0.2372646372
2385	3.084865873	0.2372561159
2386	3.084481675	0.237242372
2387	3.08426012	0.2372339231
2388	3.083989231	0.2372198438
2389	3.083876386	0.2372159581
2390	3.083502846	0.2372012212
2391	3.083243752	0.2371921319
2392	3.083072316	0.237185575
2393	3.082657397	0.2371709374
2394	3.082412633	0.2371620566
2395	3.082201174	0.2371538972
2396	3.081780296	0.2371380845
2397	3.081598103	0.2371287292
2398	3.081168475	0.2371125131
2399	3.080872752	0.2371012075
2400	3.080644481	0.2370904448
2401	3.080170282	0.2370726527
2402	3.079867699	0.2370608623
2403	3.079419854	0.237044436
2404	3.079083983	0.2370306082
2405	3.0788347	0.2370216585
2406	3.078640525	0.2370131519
2407	3.078317752	0.2370010271
2408	3.07799354	0.2369881842
2409	3.077839596	0.2369833346
2410	3.07744526	0.2369685562
2411	3.077119472	0.2369555366
2412	3.076866821	0.2369458711
2413	3.076530961	0.2369329668
2414	3.076335893	0.2369246026
2415	3.075922032	0.2369073127
2416	3.075692751	0.2368990771
2417	3.075517632	0.2368905146
2418	3.075305607	0.2368809459
2419	3.075000346	0.2368685927
2420	3.074537444	0.2368490579
2421	3.074186583	0.2368350301
2422	3.073672683	0.2368175129
2423	3.073490651	0.2368113715
2424	3.073278905	0.2368017985
2425	3.072915721	0.2367876601
2426	3.072376343	0.2367624278
2427	3.072063946	0.2367515487
2428	3.071621914	0.2367346541
2429	3.071423356	0.2367270121
2430	3.071246696	0.2367197867
2431	3.070925297	0.2367087288
2432	3.070802125	0.2367044521
2433	3.070441083	0.2366879811
2434	3.07030683	0.2366823619
2435	3.070031627	0.2366701486
2436	3.069686177	0.2366576697
2437	3.069228202	0.2366396675
2438	3.06890823	0.236627835
2439	3.068415598	0.2366107511
2440	3.068119979	0.2365984843
2441	3.067908854	0.2365893729
2442	3.067368819	0.2365682159
2443	3.067229232	0.2365634122
2444	3.066941084	0.2365524218
2445	3.066453066	0.2365347637
2446	3.066319506	0.236529816
2447	3.066024009	0.2365184605
2448	3.065771779	0.2365084286
2449	3.065549329	0.236498487
2450	3.065341661	0.2364901332
2451	3.065133368	0.2364828445
2452	3.064938644	0.2364752013
2453	3.06477228	0.2364692071
2454	3.064528416	0.2364601621
2455	3.063962654	0.2364400791
2456	3.063655857	0.236428601
2457	3.063380158	0.236418191
2458	3.063205572	0.2364042892
2459	3.06291851	0.2363929871
2460	3.062724085	0.2363836999
2461	3.062495689	0.2363754657
2462	3.062268941	0.2363655861
2463	3.062080084	0.2363578057
2464	3.061677194	0.2363421576
2465	3.061199229	0.2363251722
2466	3.060881227	0.2363086718
2467	3.060546813	0.2362945424
2468	3.060238044	0.2362832437
2469	3.060063031	0.2362746604
2470	3.059646427	0.2362604918
2471	3.059428442	0.2362520863
2472	3.058987199	0.2362339891
2473	3.058786864	0.2362261083
2474	3.058474572	0.2362144643
2475	3.058231468	0.2362050735
2476	3.057966087	0.236195236
2477	3.057427535	0.2361757793
2478	3.057041556	0.2361508821
2479	3.056856651	0.2361432323
2480	3.056660599	0.2361344897
2481	3.056364716	0.2361226295
2482	3.056115872	0.236112555
2483	3.055825159	0.23608945
2484	3.055639607	0.2360807421
2485	3.0554476	0.2360741774
2486	3.055145102	0.2360638813
2487	3.054827914	0.2360524252
2488	3.054708306	0.236047548
2489	3.054298628	0.2360299453
2490	3.053877507	0.2360112059
2491	3.053698827	0.2360043236
2492	3.0533576	0.235991271
2493	3.05304228	0.2359759279
2494	3.052775548	0.2359624591
2495	3.052414928	0.2359489621
2496	3.051931849	0.2359301468
2497	3.051750387	0.2359233937
2498	3.05167638	0.2359208632
2499	3.051341075	0.2359091125
2500	3.051092912	0.235899133
2501	3.0508663	0.2358904912
2502	3.050679531	0.235882139
2503	3.050405982	0.2358726809
2504	3.050129305	0.2358638891
2505	3.049937098	0.2358574006
2506	3.049696276	0.2358487204
2507	3.04952426	0.2358415521
2508	3.049331881	0.2358337999
2509	3.049084583	0.2358235526
2510	3.048883129	0.2358158413
2511	3.048644835	0.2358072855
2512	3.048428342	0.235799817
2513	3.048076185	0.235787564
2514	3.04739212	0.2357612855
2515	3.047105798	0.2357498013
2516	3.046887989	0.2357412365
2517	3.046741054	0.235735429
2518	3.046396999	0.2357230901
2519	3.046164677	0.2357136562
2520	3.045844667	0.2357023649
2521	3.04565316	0.2356931843
2522	3.04549185	0.2356874091
2523	3.045367544	0.235682448
2524	3.04510119	0.2356723123
2525	3.044790576	0.2356605388
2526	3.044453794	0.2356475633
2527	3.044208912	0.2356383779
2528	3.044026072	0.2356135219
2529	3.043687888	0.2355985206
2530	3.043290288	0.235582058
2531	3.043027586	0.2355731246
2532	3.042697815	0.2355552278
2533	3.042163837	0.2355369981
2534	3.041842262	0.235525479
2535	3.041466519	0.235512134
2536	3.041202819	0.2355027876
2537	3.040716589	0.2354853144
2538	3.040465095	0.2354760914
2539	3.040260276	0.2354618014
2540	3.040031548	0.2354519662
2541	3.039878246	0.2354467413
2542	3.039491644	0.2354335547
2543	3.03919936	0.2354219604
2544	3.038983819	0.2354122252
2545	3.038703153	0.235397868
2546	3.038369454	0.2353849193
2547	3.038165329	0.2353768349
2548	3.037891516	0.2353667828
2549	3.037630301	0.2353559678
2550	3.037548674	0.2353529299
2551	3.037318956	0.2353430771
2552	3.037243165	0.2353404888
2553	3.036982723	0.2353296115
2554	3.036702907	0.2353206867
2555	3.03600951	0.2352972664
2556	3.035840749	0.2352918226
2557	3.03546117	0.2352757178
2558	3.034964191	0.2352572745
2559	3.034706146	0.235247461
2560	3.034384067	0.2352353836
2561	3.034176861	0.2352269539
2562	3.033981781	0.2352169239
2563	3.033885098	0.235213586
2564	3.033546113	0.2352015252
2565	3.033181411	0.2351878219
2566	3.032888371	0.2351763593
2567	3.032682474	0.2351681234
2568	3.032392484	0.2351564884
2569	3.032171006	0.2351466887
2570	3.031773673	0.2351287673
2571	3.031497219	0.2351178616
2572	3.031371849	0.2351134324
2573	3.031238618	0.2351076873
2574	3.03092373	0.2350919197
2575	3.030671493	0.2350813057
2576	3.030487982	0.2350752605
2577	3.030176988	0.2350633382
2578	3.029996922	0.2350548038
2579	3.029841332	0.235048072
2580	3.029541545	0.2350378483
2581	3.029192567	0.2350237126
2582	3.029018867	0.2350174789
2583	3.028897692	0.2350126729
2584	3.028553616	0.2349989636
2585	3.028431288	0.2349947856
2586	3.028224813	0.2349874416
2587	3.02804987	0.2349811885
2588	3.027563509	0.2349624014
2589	3.027420311	0.234956873
2590	3.027216029	0.2349489634
2591	3.027019574	0.2349409955
2592	3.026883249	0.2349354312
2593	3.026787099	0.234931596
2594	3.026454853	0.2349197493
2595	3.02619074	0.2349086164
2596	3.025946681	0.2348958288
2597	3.025663623	0.2348856098
2598	3.025316062	0.2348720142
2599	3.025120557	0.2348641336
2600	3.024918814	0.2348556265
2601	3.024541564	0.2348417372
2602	3.024327221	0.2348342243
2603	3.02398734	0.2347976825
2604	3.023601728	0.2347828789
2605	3.023408435	0.2347766449
2606	3.023154854	0.2347661887
2607	3.02295168	0.2347593926
2608	3.022686316	0.2347489105
2609	3.022569977	0.2347444181
2610	3.02237397	0.2347377424
2611	3.02198933	0.2347230506
2612	3.021420659	0.2347011098
2613	3.021140536	0.2346879033
2614	3.02094872	0.2346791874
2615	3.020760753	0.2346716296
2616	3.020441536	0.2346582436
2617	3.020158059	0.2346468599
2618	3.01981807	0.2346349268
2619	3.019540926	0.2346239625
2620	3.0192149	0.234591826
2621	3.018867999	0.2345784675
2622	3.018600894	0.2345689513
2623	3.018329478	0.2345585763
2624	3.018130017	0.2345513682
2625	3.017942281	0.234543668
2626	3.017634778	0.2345327585
2627	3.017422939	0.2345230179
2628	3.017113897	0.2345114696
2629	3.016882652	0.2345028947
2630	3.016639708	0.2344942879
2631	3.016289432	0.2344812705
2632	3.015941482	0.2344678924
2633	3.015650538	0.2344574453
2634	3.015471448	0.2344502392
2635	3.015199991	0.2344363672
2636	3.014833205	0.2344155102
2637	3.014631631	0.2343876132
2638	3.014464157	0.2343810221
2639	3.014115246	0.2343697335
2640	3.013770221	0.2343570256
2641	3.013518684	0.2343468987
2642	3.013320228	0.2343384426
2643	3.013057601	0.2343244718
2644	3.012688174	0.2343109433
2645	3.012526607	0.2343032107
2646	3.012337062	0.2342954339
2647	3.012133675	0.2342875831
2648	3.011613328	0.234269252
2649	3.011515561	0.2342657671
2650	3.011173046	0.2342517682
2651	3.010933514	0.2342431654
2652	3.010754032	0.234234571
2653	3.010555089	0.2342263842
2654	3.010100411	0.2342074138
2655	3.009922066	0.2341990443
2656	3.009748129	0.2341900157
2657	3.009344861	0.2341753073
2658	3.009158492	0.2341666201
2659	3.008838368	0.2341548309
2660	3.008739362	0.2341508855
2661	3.008347493	0.2341363741
2662	3.008268187	0.2341337222
2663	3.00777609	0.2341170151
2664	3.007460595	0.2340978535
2665	3.007308808	0.2340918268
2666	3.006958663	0.2340780919
2667	3.006908995	0.2340765287
2668	3.006670626	0.2340671431
2669	3.006368331	0.234055872
2670	3.00582116	0.2340349846
2671	3.005585352	0.2340266907
2672	3.005273346	0.2340157884
2673	3.004935359	0.2340037846
2674	3.004824442	0.2339989418
2675	3.004462981	0.2339852208
2676	3.004122555	0.2339665784
2677	3.003796137	0.2339547784
2678	3.003619412	0.2339482319
2679	3.003489365	0.2339439364
2680	3.002982969	0.2339213373
2681	3.002768724	0.2339075889
2682	3.002622125	0.233901203
2683	3.002397945	0.2338930869
2684	3.002277542	0.233881488
2685	3.001980682	0.2338569428
2686	3.001622491	0.2338440001
2687	3.001059403	0.2338236156
2688	3.000792121	0.2338129696
2689	3.000645336	0.2338059433
2690	3.000431074	0.2337893172
2691	3.000184721	0.233779441
2692	2.999915134	0.2337693983
2693	2.999744312	0.2337590806
2694	2.999547582	0.2337510181
2695	2.999235531	0.2337399274
2696	2.999075001	0.2337333832
2697	2.998956978	0.23372948
2698	2.998769474	0.2337217561
2699	2.998501708	0.2336979961
